	source	target	edge
8130	Omron  care		nebulizator
8131	și  gizmo		numesc
8132	și  gizmo		numesc
8133	și  gizmo		numesc
8134	tensiunii  Dispozitivul		realizat
8135	tensiunii  Dispozitivul		realizat
8136	stocare  folia		faptul
8137	stocare  folia		faptul
8138	stocare  folia		faptul
8139	benzile		închise
8140	benzile		închise
8141	benzile		închise
8142	și  Casetele		numit
8143	și  Casetele		numit
8144	și  Casetele		numit
8145	Pasul		sistemul
8146	Pasul		sistemul
8147	Pasul		sistemul
8148	mai  mini-casetofonul		anunțat
8149	mai  mini-casetofonul		anunțat
8150	mai  mini-casetofonul		anunțat
8151	firmei  care		pus
8152	firmei  care		pus
8153	filmului  Vänzările	pusă  miṣcare	cresc
8154	filmului  Vänzările	pusă  miṣcare	cresc
8155	benzii  configurările		introdus
8156	benzii  configurările		introdus
8157	benzii  configurările		introdus
8158	superior  Bătălia		durat
8159	superior  Bătălia		durat
8160	superior  Bătălia		durat
8161	șoferul		utilizate
8162	șoferul		utilizate
8163	șoferul		utilizate
8164	și  banda		folosită
8165	și  banda		folosită
8166	și  banda		folosită
8167	fum  semnal		transmis
8168	chimic  care	corespunzător  scopului	are
8169	chimic  care	corespunzător  scopului	are
8170	chimic  care	corespunzător  scopului	are
8171	acustic  care		generează
8172	acustic  care		generează
8173	acustic  care		generează
8174	gaz  Energia		absorbită
8175	gaz  Energia		absorbită
8176	gaz  Energia		absorbită
8177	persoane  care	inclus  instalații	detectarea
8178	persoane  care	inclus  instalații	detectarea
8179	persoane  care	inclus  instalații	detectarea
8180	nu  aprinde		întelege
8181	nu  aprinde		întelege
8182	nu  aprinde		întelege
8183	Acet  tip		are
8184	Acet  tip		are
8185	Acet  tip		are
8186	precipitații  care		poate
8187	precipitații  care		poate
8188	cm²  Senzorul		bazează
8189	cm²  Senzorul		bazează
8190	cm²  Senzorul		bazează
8191	vehicul  El		început
8192	vehicul  El		început
8193	vehicul  El		început
8194	Împreuna  senzorul		îmbunătățesc
8195	Împreuna  senzorul		îmbunătățesc
8196	Împreuna  senzorul		îmbunătățesc
8197	RMN-ului  Senzorii		dezvoltați
8198	RMN-ului  Senzorii		dezvoltați
8199	RMN-ului  Senzorii		dezvoltați
8200	apă  Dușul		înlocuitor
8201	apă  Dușul		înlocuitor
8202	apă  Dușul		înlocuitor
8203	gospodăriilor  electrificarea		numește
8204	gospodăriilor  electrificarea		numește
8205	gospodăriilor  electrificarea		numește
8206	circuit  ampermetrul		montează
8207	circuit  ampermetrul		montează
8208	circuit  ampermetrul		montează
8209	internă  sa		trebuie
8210	internă  sa		trebuie
8211	internă  sa		trebuie
8212	ce		considerat
8213	ce		considerat
8214	ce		considerat
8215	sarcini		permite
8216	sarcini		permite
8217	sarcini		permite
8218	măsură  rezistențe		compuse
8219	măsură  rezistențe		compuse
8220	măsură  rezistențe		compuse
8221	ramuri  una		concepută
8222	ramuri  una		concepută
8223	ramuri  una		concepută
8224	măsurare  multimetru⁠(d		simplă
8225	măsurare  multimetru⁠(d		simplă
8226	măsurare  multimetru⁠(d		simplă
8227	circuit  prezența		atinge
8228	circuit  prezența		atinge
8229	12  aplicarea		proiectate
8230	12  aplicarea		proiectate
8231	12  aplicarea		proiectate
8232	energie  lampă		obișnuiește
8233	energie  lampă		obișnuiește
8234	energie  lampă		obișnuiește
8235	falsă  conexiune		poate
8236	falsă  conexiune		poate
8237	conductor  ce		Ω.
8238	conductor  ce		Ω.
8239	conductor  ce		Ω.
8240	conductor  Ea		intră
8241	conductor  Ea		intră
8242	conductor  Ea		intră
8243	deschis  care	curent	circuitul deschis
8244	deschis  care	curent	circuitul deschis
8245	deschis  care	curent	circuitul deschis
8246	Franklin  care		publicat
8247	Franklin  care		publicat
8248	Franklin  care		publicat
8249	mare  instalarea		recomandă
8250	mare  instalarea		recomandă
8251	mare  instalarea		recomandă
8252	XIX  Societatea		practicat
8253	XIX  Societatea		practicat
8254	XIX  Societatea		practicat
8255	atunci  bucată		considerat
8256	atunci  bucată		considerat
8257	atunci  bucată		considerat
8258	mână).Hantelă  hantele		greutate
8259	mână).Hantelă  hantele		greutate
8260	mână).Hantelă  hantele		greutate
8261	Sfoara		poate
8262	Sfoara		poate
8263	Sfoara		poate
8264	mal  Sfoara		aruncă
8265	mal  Sfoara		aruncă
8266	incendiu  care		prevăzute
8267	incendiu  care		prevăzute
8268	incendiu  care		prevăzute
8269	interior  tuburile		caracterizate
8270	interior  tuburile		caracterizate
8271	interior  tuburile		caracterizate
8272	special  Sprinklerele		montează
8273	special  Sprinklerele		montează
8274	special  Sprinklerele		montează
8275	lichid  monta		poate
8276	lichid  monta		poate
8277	lichid  monta		poate
8278	faimoase  Cisterna		Una
8279	faimoase  Cisterna		Una
8280	faimoase  Cisterna		Una
8281	electrice  care		numite
8282	electrice  care		numite
8283	electrice  care		numite
8284	electrolit  Bateria		descărcată
8285	electrolit  Bateria		descărcată
8286	electrolit  Bateria		descărcată
8287	activă  Pârghia		servește
8288	activă  Pârghia		servește
8289	activă  Pârghia		servește
8290	Scripeții		formează
8291	Scripeții		formează
8292	Scripeții		formează
8293	fălcilor  piesa		deosebesc
8294	fălcilor  piesa		deosebesc
8295	fălcilor  piesa		deosebesc
8296	crișean  forma		există
8297	crișean  forma		există
8298	crișean  forma		există
8299	Cosorul		răspândit
8300	Cosorul		răspândit
8301	Cosorul		răspândit
8302	țăpoi  Furca		numește
8303	țăpoi  Furca		numește
8304	țăpoi  Furca		numește
8305	modernă  ele		utilaje
8306	modernă  ele		utilaje
8307	modernă  ele		utilaje
8308	În  barosul	exclusiv  aplicării	ciocan
8309	În  barosul	exclusiv  aplicării	ciocan
8310	În  barosul	exclusiv  aplicării	ciocan
8311	zale  care	îi	format
8312	zale  care	îi	format
8313	zale  care	îi	format
8314	Alternativ  faianța		poate
8315	Alternativ  faianța		poate
8316	Alternativ  faianța		poate
8317	specifică  ce	specifică  celulelor	are
8318	specifică  ce	specifică  celulelor	are
8319	specifică  ce	specifică  celulelor	are
8320	electronic  care		construcție deosebită
8321	electronic  care		construcție deosebită
8322	electronic  care		construcție deosebită
8323	special  acestea		necesită
8324	special  acestea		necesită
8325	special  acestea		necesită
8326	astfel  acestea		cunoscute
8327	astfel  acestea		cunoscute
8328	astfel  acestea		cunoscute
8329	oțel  buldozerul		constituit
8330	oțel  buldozerul		constituit
8331	oțel  buldozerul		constituit
8332	radio  antenă		compune
8333	radio  antenă		compune
8334	radio  antenă		compune
8335	mobile.[6  Google	hardware  dezvoltării	lansat
8336	mobile.[6  Google	hardware  dezvoltării	lansat
8337	mobile.[6  Google	hardware  dezvoltării	lansat
8338	pilotată  Dronele	zbor  căruia	folosite
8339	pilotată  Dronele	zbor  căruia	folosite
8340	pilotată  Dronele	zbor  căruia	folosite
8341	organismului  antisepticele		deosebite
8342	organismului  antisepticele		deosebite
8343	organismului  antisepticele		deosebite
8344	automatizate  operatorul		preia
8345	automatizate  operatorul		preia
8346	automatizate  operatorul		preia
8347	senzori  radar		Mașinile
8348	senzori  radar		Mașinile
8349	senzori  radar		Mașinile
8350	aviației  avioanele		necesitat
8351	aviației  avioanele		necesitat
8352	aviației  avioanele		necesitat
8353	ajutaj  care		cunosc următoarele
8354	ajutaj  care		cunosc următoarele
8355	ajutaj  care		cunosc următoarele
8356	produselor  ce		utilă
8357	produselor  ce		utilă
8358	forța		crește
8359	forța		crește
8360	forța		crește
8361	mici  cricul		adecvat
8362	mici  cricul		adecvat
8363	mici  cricul		adecvat
8364	cm  cum		numite
8365	cm  cum		numite
8366	Diblul		Are
8367	Diblul		Are
8368	Diblul		Are
8369	kHz  Canalele		centru
8370	kHz  Canalele		centru
8371	kHz  Canalele		centru
8372	internă  mișcarea		transferată
8373	internă  mișcarea		transferată
8374	internă  mișcarea		transferată
8375	fixă  micrometrul		transformă
8376	fixă  micrometrul		transformă
8377	fixă  micrometrul		transformă
8378	internă  putere		vehicul
8379	internă  putere		vehicul
8380	internă  putere		vehicul
8381	solid  cele		numesc
8382	solid  cele		numesc
8383	necesară  topirii		obținută
8384	necesară  topirii		obținută
8385	necesară  topirii		obținută
8386	One  Interfața		revizuită
8387	One  Interfața		revizuită
8388	One  Interfața		revizuită
8389	ani  suportul	-uri	descrie
8390	ani  suportul	-uri	descrie
8391	ani  suportul	-uri	descrie
8392	2015  Criticii	adaptată  computerelor	apreciat
8393	2015  Criticii	adaptată  computerelor	apreciat
8394	2015  Criticii	adaptată  computerelor	apreciat
8395	15  durată	similar  celui	durează
8396	15  durată	similar  celui	durează
8397	15  durată	similar  celui	durează
8398	7  cuvântul		înlocuit
8399	7  cuvântul		înlocuit
8400	7  cuvântul		înlocuit
8401	ca  utilizatorii		utilizează
8402	ca  utilizatorii		utilizează
8403	ca  utilizatorii		utilizează
8404	noua  versiune	digitala  si	devenit
8405	noua  versiune	digitala  si	devenit
8406	noua  versiune	digitala  si	devenit
8407	mici  care		ajuns
8408	mici  care		ajuns
8409	Microsoft  care		sprijină
8410	Microsoft  care		sprijină
8411	Microsoft  care		sprijină
8412	Macintosh  Mac		reprezintă
8413	Macintosh  Mac		reprezintă
8414	Macintosh  Mac		reprezintă
8415	Britanică  Windows		lansat
8416	Britanică  Windows		lansat
8417	Britanică  Windows		lansat
8418	Aero  ferestrele		inceput
8419	Aero  ferestrele		inceput
8420	Aero  ferestrele		inceput
8421	Whistler  colaboratori		primit
8422	Whistler  colaboratori		primit
8423	Whistler  colaboratori		primit
8424	verifică  calculatoarele		program verifică
8425	verifică  calculatoarele		program verifică
8426	mică  fereastră		pot
8427	mică  fereastră		pot
8428	mică  fereastră		pot
8429	si  Telefoanele		suporta
8430	si  Telefoanele		suporta
8431	si  Telefoanele		suporta
8432	2009  cotă		cunoscut
8433	2009  cotă		cunoscut
8434	2009  cotă		cunoscut
8435	nucleului  Nucleul		scris
8436	nucleului  Nucleul		scris
8437	nucleului  Nucleul		scris
8438	rapid  Unix		realizate
8439	rapid  Unix		realizate
8440	rapid  Unix		realizate
8441	phishing  facilitate		are numeroase
8442	phishing  facilitate		are numeroase
8443	phishing  facilitate		are numeroase
8444	milioane  Browserul		bucură
8445	milioane  Browserul		bucură
8446	milioane  Browserul		bucură
8447	liberă  care		programe
8448	liberă  care		programe
8449	1  Open	programului  nevoilor	asigură
8450	1  Open	programului  nevoilor	asigură
8451	1  Open	programului  nevoilor	asigură
8452	liber		trebui
8453	liber		trebui
8454	liber		trebui
8455	programare  Codul	sursă  programatorului	permite
8456	programare  Codul	sursă  programatorului	permite
8457	programare  Codul	sursă  programatorului	permite
8458	mașină  care		trebuie
8459	mașină  care		trebuie
8460	mașină  care		trebuie
8461	1998  Consiliu	1998  i-	adăugat
8462	1998  Consiliu	1998  i-	adăugat
8463	1998  Consiliu	1998  i-	adăugat
8464	deja  proces		poate
8465	deja  proces		poate
8466	deja  proces		poate
8467	cei  care		Utilizatorii descarcă
8468	cei  care		Utilizatorii descarcă
8469	cei  care		Utilizatorii descarcă
8470	roiului  clienții		cer
8471	roiului  clienții		cer
8472	roiului  clienții		cer
8473	care	.torrent  clientului	sursă disponibilă
8474	care	.torrent  clientului	sursă disponibilă
8475	care	.torrent  clientului	sursă disponibilă
8476	electronică  platformă		creează
8477	electronică  platformă		creează
8478	electronică  platformă		creează
8479	Machine  JVM		poate
8480	Machine  JVM		poate
8481	Machine  JVM		poate
8482	și  linie		folosește
8483	și  linie		folosește
8484	și  linie		folosește
8485	nu  confundate		are
8486	nu  confundate		are
8487	nu  confundate		are
8488	2  cifre		zero
8489	2  cifre		zero
8490	2  cifre		zero
8491	2005  BenQ		preluat
8492	2005  BenQ		preluat
8493	2005  BenQ		preluat
8494	nu  nume		există
8495	nu  nume		există
8496	rapidă  Securitatea		poate
8497	rapidă  Securitatea		poate
8498	rapidă  Securitatea		poate
8499	tehnice  module		fac
8500	tehnice  module		fac
8501	tehnice  module		fac
8502	valoare	valoriilor  senzorii	comparată
8503	valoare	valoriilor  senzorii	comparată
8504	valoare	valoriilor  senzorii	comparată
8505	spațiale  sisteme		folosite
8506	spațiale  sisteme		folosite
8507	spațiale  sisteme		folosite
8508	respective  multiprocesarea		poate
8509	respective  multiprocesarea		poate
8510	procesare  ce		folosit
8511	procesare  ce		folosit
8512	procesare  ce		folosit
8513	Repaus  Daca		eliminat
8514	Repaus  Daca		eliminat
8515	Repaus  Daca		eliminat
8516	de  Programul		produs finit
8517	de  Programul		produs finit
8518	de  Programul		produs finit
8519	în  efectueze	programare  calculator	format
8520	în  efectueze	programare  calculator	format
8521	în  efectueze	programare  calculator	format
8522	server  care		CGI
8523	server  care		CGI
8524	server  care		CGI
8525	particular  Termenul	uneori  sinonim	folosit sinonim
8526	particular  Termenul	uneori  sinonim	folosit sinonim
8527	particular  Termenul	uneori  sinonim	folosit sinonim
8528	strict  caracteristică	uneori  sinonim	aceea
8529	strict  caracteristică	uneori  sinonim	aceea
8530	strict  caracteristică	uneori  sinonim	aceea
8531	singură  Sistemele		oferă
8532	singură  Sistemele		oferă
8533	singură  Sistemele		oferă
8534	particulară  acumulatoare	le	descrie
8535	particulară  acumulatoare	le	descrie
8536	particulară  acumulatoare	le	descrie
8537	încărcare  acumulatorul		pare
8538	încărcare  acumulatorul		pare
8539	încărcare  acumulatorul		pare
8540	brusc  situație		întâlnește
8541	brusc  situație		întâlnește
8542	brusc  situație		întâlnește
8543	ani  care		au
8544	ani  care		au
8545	ani  care		au
8546	mondial  rivalii		realizat
8547	mondial  rivalii		realizat
8548	mondial  rivalii		realizat
8549	comunicare  Transmisiile		au
8550	comunicare  Transmisiile		au
8551	comunicare  Transmisiile		au
8552	reduse  conectorul		înlocuit
8553	reduse  conectorul		înlocuit
8554	reduse  conectorul		înlocuit
8555	integrate  ISDN	specifică  rețelei	normă internațională
8556	integrate  ISDN	specifică  rețelei	normă internațională
8557	nu  folosite		folosite
8558	nu  folosite		folosite
8559	nu  folosite		folosite
8560	1970  buteliile	mare  scafandrului	realizate
8561	1970  buteliile	mare  scafandrului	realizate
8562	1970  buteliile	mare  scafandrului	realizate
8563	mai  Apa	fenomenului	accentuează
8564	mai  Apa	fenomenului	accentuează
8565	mai  Apa	fenomenului	accentuează
8566	regenerabilă  Energia		energie mecanică
8567	regenerabilă  Energia		energie mecanică
8568	regenerabilă  Energia		energie mecanică
8569	personale  Prețurile		variază
8570	personale  Prețurile		variază
8571	δ  lentilă	omogenă  distanței	litera grecească
8572	δ  lentilă	omogenă  distanței	litera grecească
8573	δ  lentilă	omogenă  distanței	litera grecească
8574	interdisciplinar  care		domeniu interdisciplinar
8575	interdisciplinar  care		domeniu interdisciplinar
8576	interdisciplinar  care		domeniu interdisciplinar
8577	magnetizabil  Înregistratea		face
8578	magnetizabil  Înregistratea		face
8579	magnetizabil  Înregistratea		face
8580	curent  care		induce
8581	curent  care		induce
8582	curent  care		induce
8583	atât  Dependența		utilizat
8584	atât  Dependența		utilizat
8585	atât  Dependența		utilizat
8586	pornografice  Spam	continuă  mesaje	distinge
8587	pornografice  Spam	continuă  mesaje	distinge
8588	pornografice  Spam	continuă  mesaje	distinge
8589	simultan  Mesajele		pot
8590	simultan  Mesajele		pot
8591	Internet  pagubele		cifrează
8592	Internet  pagubele		cifrează
8593	Internet  pagubele		cifrează
8594	Top  Semnul		at
8595	Top  Semnul		at
8596	și  modele		create
8597	și  modele		create
8598	și  modele		create
8599	lucru		execută
8600	lucru		execută
8601	lucru		execută
8602	semnelor  ce		tehnologie
8603	semnelor  ce		tehnologie
8604	semnelor  ce		tehnologie
8605	acestora  Utilizatorii		utilizează
8606	acestora  Utilizatorii		utilizează
8607	acestora  Utilizatorii		utilizează
8608	nu  utilizator	utilizator  acestuia	obligat
8609	nu  utilizator	utilizator  acestuia	obligat
8610	nu  utilizator	utilizator  acestuia	obligat
8611	ce	nu  publicului	crackeri
8612	ce	nu  publicului	crackeri
8613	ce	nu  publicului	crackeri
8614	telefonie  Termenul		ortografierea fantezistă
8615	telefonie  Termenul		ortografierea fantezistă
8616	telefonie  Termenul		ortografierea fantezistă
8617	internet  el		poate
8618	internet  el		poate
8619	digitală  metadata		ajută
8620	digitală  metadata		ajută
8621	digitală  metadata		ajută
8622	respectiv  specificat	identic  lui	trebuie specificat
